id,insert_latency,update_latency,delete_latency
0,0.007313251495361328,0.0034825801849365234,0.0029997825622558594
1,0.003734111785888672,0.002785205841064453,0.0018014907836914062
2,0.0027360916137695312,0.0034711360931396484,0.0020143985748291016
3,0.0030028820037841797,0.0028183460235595703,0.0012912750244140625
4,0.0034568309783935547,0.002967357635498047,0.0015370845794677734
5,0.0030126571655273438,0.002936840057373047,0.0014007091522216797
6,0.0026831626892089844,0.002885580062866211,0.0018734931945800781
7,0.005548238754272461,0.003016948699951172,0.0018017292022705078
8,0.004258155822753906,0.0028188228607177734,0.0015232563018798828
9,0.0025806427001953125,0.0029006004333496094,0.0013892650604248047
10,0.0027005672454833984,0.002744913101196289,0.0014324188232421875
11,0.0024056434631347656,0.002869844436645508,0.0014998912811279297
12,0.0027132034301757812,0.0030226707458496094,0.0013339519500732422
13,0.0034296512603759766,0.002704620361328125,0.0012264251708984375
14,0.003346681594848633,0.0032427310943603516,0.0013544559478759766
15,0.0031309127807617188,0.0029768943786621094,0.0013861656188964844
16,0.002547025680541992,0.0031070709228515625,0.0013647079467773438
17,0.0029838085174560547,0.003242969512939453,0.001577138900756836
18,0.0034363269805908203,0.002820730209350586,0.001283407211303711
19,0.002875089645385742,0.0026700496673583984,0.0012373924255371094
20,0.0027217864990234375,0.002886533737182617,0.0013909339904785156
21,0.002727985382080078,0.0029838085174560547,0.0012843608856201172
22,0.0029273033142089844,0.002772092819213867,0.0014612674713134766
23,0.0031468868255615234,0.002702474594116211,0.0013113021850585938
24,0.0032265186309814453,0.00274658203125,0.0012617111206054688
25,0.0034418106079101562,0.0026786327362060547,0.0014011859893798828
26,0.0034973621368408203,0.002992391586303711,0.0012857913970947266
27,0.0032913684844970703,0.0028181076049804688,0.0012791156768798828
28,0.002743244171142578,0.0031468868255615234,0.0012612342834472656
29,0.0033349990844726562,0.0027017593383789062,0.0012929439544677734
30,0.00452876091003418,0.002873659133911133,0.0014576911926269531
31,0.0030715465545654297,0.002978086471557617,0.0014255046844482422
32,0.002987384796142578,0.0029036998748779297,0.0015347003936767578
33,0.003158092498779297,0.0030317306518554688,0.0014002323150634766
34,0.003078937530517578,0.0037097930908203125,0.0018987655639648438
35,0.002647876739501953,0.002496480941772461,0.0014193058013916016
36,0.002922534942626953,0.002682924270629883,0.0019500255584716797
37,0.0027463436126708984,0.0028977394104003906,0.0018887519836425781
38,0.003214597702026367,0.0029921531677246094,0.0016427040100097656
39,0.002931356430053711,0.002700328826904297,0.0012371540069580078
40,0.0028085708618164062,0.002660512924194336,0.0011737346649169922
41,0.0028896331787109375,0.002815723419189453,0.0013785362243652344
42,0.002876758575439453,0.002858877182006836,0.0013475418090820312
43,0.002924203872680664,0.0030438899993896484,0.0015065670013427734
44,0.002895832061767578,0.0031156539916992188,0.001547098159790039
45,0.0029036998748779297,0.0028772354125976562,0.0013306140899658203
46,0.0026693344116210938,0.002894878387451172,0.00157928466796875
47,0.002518892288208008,0.0028603076934814453,0.0012526512145996094
48,0.0026967525482177734,0.0031244754791259766,0.0012934207916259766
49,0.002741098403930664,0.002919912338256836,0.0012657642364501953
50,0.002715587615966797,0.0028839111328125,0.0013737678527832031
51,0.0026702880859375,0.0030791759490966797,0.0012660026550292969
52,0.0030689239501953125,0.002796649932861328,0.001277923583984375
53,0.0026924610137939453,0.0029451847076416016,0.0013387203216552734
54,0.002679586410522461,0.0027489662170410156,0.0013403892517089844
55,0.0029647350311279297,0.0030388832092285156,0.0013375282287597656
56,0.0029616355895996094,0.0027022361755371094,0.0013473033905029297
57,0.0028204917907714844,0.0033936500549316406,0.0014834403991699219
58,0.0027773380279541016,0.002651691436767578,0.0012722015380859375
59,0.0027980804443359375,0.0028612613677978516,0.0012378692626953125
60,0.002477407455444336,0.0027909278869628906,0.0015397071838378906
61,0.0027234554290771484,0.0028586387634277344,0.0014126300811767578
62,0.002600431442260742,0.0031380653381347656,0.0013477802276611328
63,0.002953052520751953,0.003118753433227539,0.001485586166381836
64,0.0029332637786865234,0.002814054489135742,0.001817464828491211
65,0.002999544143676758,0.0028400421142578125,0.0015375614166259766
66,0.0028257369995117188,0.002969503402709961,0.0015759468078613281
67,0.002648591995239258,0.002821207046508789,0.0015342235565185547
68,0.0027828216552734375,0.0030906200408935547,0.001535177230834961
69,0.003004789352416992,0.0028581619262695312,0.0015060901641845703
70,0.002811431884765625,0.002547740936279297,0.0014231204986572266
71,0.0028624534606933594,0.002579212188720703,0.0015003681182861328
72,0.002857208251953125,0.0029845237731933594,0.0015287399291992188
73,0.0026443004608154297,0.0029196739196777344,0.0014028549194335938
74,0.0027556419372558594,0.0027306079864501953,0.0014259815216064453
75,0.002673625946044922,0.002994537353515625,0.0012748241424560547
76,0.0025763511657714844,0.0030345916748046875,0.001710653305053711
77,0.0027959346771240234,0.002677440643310547,0.0012722015380859375
78,0.0027103424072265625,0.0026922225952148438,0.0011906623840332031
79,0.0029964447021484375,0.0026335716247558594,0.0013680458068847656
80,0.0027534961700439453,0.0029938220977783203,0.0014405250549316406
81,0.0028290748596191406,0.0029053688049316406,0.001302480697631836
82,0.0028336048126220703,0.0036721229553222656,0.0014612674713134766
83,0.002878427505493164,0.003400087356567383,0.0012896060943603516
84,0.0026280879974365234,0.0037870407104492188,0.001363992691040039
85,0.002719402313232422,0.0034127235412597656,0.00131988525390625
86,0.0025162696838378906,0.003508329391479492,0.0014126300811767578
87,0.002396106719970703,0.0034873485565185547,0.0014727115631103516
88,0.002561330795288086,0.0027985572814941406,0.0015037059783935547
89,0.0027430057525634766,0.002856016159057617,0.0013706684112548828
90,0.002626657485961914,0.0027246475219726562,0.0014374256134033203
91,0.002608060836791992,0.0028367042541503906,0.0013413429260253906
92,0.002655029296875,0.002730131149291992,0.0013408660888671875
93,0.0025892257690429688,0.002710103988647461,0.0015070438385009766
94,0.0026655197143554688,0.002832651138305664,0.0015020370483398438
95,0.0026535987854003906,0.002823352813720703,0.0014045238494873047
96,0.002629995346069336,0.003163576126098633,0.0012822151184082031
97,0.00263214111328125,0.0030298233032226562,0.0014870166778564453
98,0.0025305747985839844,0.0029158592224121094,0.0013709068298339844
99,0.0026810169219970703,0.0032875537872314453,0.001241922378540039
100,0.0024306774139404297,0.0028645992279052734,0.0012793540954589844
101,0.003021240234375,0.0028934478759765625,0.001522064208984375
102,0.002996683120727539,0.004170894622802734,0.0014865398406982422
103,0.00322723388671875,0.003260374069213867,0.0013270378112792969
104,0.002912759780883789,0.0035157203674316406,0.001331329345703125
105,0.002875804901123047,0.0031511783599853516,0.0013837814331054688
106,0.003056764602661133,0.003237485885620117,0.0013608932495117188
107,0.0029850006103515625,0.0034973621368408203,0.0013074874877929688
108,0.0033872127532958984,0.002965688705444336,0.0014052391052246094
109,0.002706766128540039,0.0027289390563964844,0.001260995864868164
110,0.002718210220336914,0.0028753280639648438,0.0013158321380615234
111,0.002876758575439453,0.0030088424682617188,0.0015366077423095703
112,0.0031468868255615234,0.003033161163330078,0.0015938282012939453
113,0.003113985061645508,0.002961397171020508,0.0016007423400878906
114,0.0025396347045898438,0.002820730209350586,0.0014493465423583984
115,0.0023975372314453125,0.003157377243041992,0.0013887882232666016
116,0.0026264190673828125,0.0028188228607177734,0.001669168472290039
117,0.0027027130126953125,0.0032072067260742188,0.00154876708984375
118,0.0027573108673095703,0.0027201175689697266,0.0015001296997070312
119,0.0028734207153320312,0.002948284149169922,0.0013015270233154297
120,0.003300189971923828,0.0028400421142578125,0.0013017654418945312
121,0.0029807090759277344,0.0029485225677490234,0.0012848377227783203
122,0.0026693344116210938,0.0030601024627685547,0.0014104843139648438
123,0.0032935142517089844,0.0029265880584716797,0.0012524127960205078
124,0.002746105194091797,0.00299072265625,0.0013463497161865234
125,0.0030922889709472656,0.002938508987426758,0.0013580322265625
126,0.002822399139404297,0.0028946399688720703,0.0013184547424316406
127,0.002765655517578125,0.0029714107513427734,0.0013928413391113281
128,0.0028808116912841797,0.003153085708618164,0.0013589859008789062
129,0.002692699432373047,0.002969980239868164,0.0014166831970214844
130,0.0033588409423828125,0.0028493404388427734,0.0014691352844238281
131,0.002479076385498047,0.0030257701873779297,0.0012791156768798828
132,0.002397298812866211,0.0031518936157226562,0.0012524127960205078
133,0.0024361610412597656,0.0031511783599853516,0.0014057159423828125
134,0.003070831298828125,0.002836942672729492,0.0014040470123291016
135,0.0027153491973876953,0.003180980682373047,0.0012774467468261719
136,0.002752065658569336,0.0032656192779541016,0.0014119148254394531
137,0.0029113292694091797,0.0031752586364746094,0.00128936767578125
138,0.002616405487060547,0.002843141555786133,0.0014011859893798828
139,0.0024976730346679688,0.002767801284790039,0.0014960765838623047
140,0.0026814937591552734,0.0029909610748291016,0.00139617919921875
141,0.0027756690979003906,0.0032854080200195312,0.0013132095336914062
142,0.0028793811798095703,0.0033369064331054688,0.0015137195587158203
143,0.002881765365600586,0.0029478073120117188,0.0012664794921875
144,0.002847433090209961,0.002922534942626953,0.0013096332550048828
145,0.002651691436767578,0.002730131149291992,0.001476287841796875
146,0.0025730133056640625,0.0029735565185546875,0.0013315677642822266
147,0.0028612613677978516,0.003148794174194336,0.0013127326965332031
148,0.0030629634857177734,0.0028123855590820312,0.0014240741729736328
149,0.0031435489654541016,0.0034689903259277344,0.0013768672943115234
150,0.002811431884765625,0.003989696502685547,0.0015294551849365234
151,0.0029900074005126953,0.0036818981170654297,0.001413583755493164
152,0.002885580062866211,0.0037207603454589844,0.0013725757598876953
153,0.0024979114532470703,0.003977060317993164,0.0015752315521240234
154,0.0027265548706054688,0.0030531883239746094,0.001646280288696289
155,0.0030612945556640625,0.003100872039794922,0.0016870498657226562
156,0.00322723388671875,0.0031235218048095703,0.001504659652709961
157,0.0026826858520507812,0.003007650375366211,0.0014069080352783203
158,0.0027909278869628906,0.0030286312103271484,0.0014011859893798828
159,0.0028166770935058594,0.003312826156616211,0.0013921260833740234
160,0.0030384063720703125,0.003265857696533203,0.0013644695281982422
161,0.0030481815338134766,0.00284576416015625,0.0013475418090820312
162,0.0027892589569091797,0.0029070377349853516,0.0012938976287841797
163,0.0027751922607421875,0.0029125213623046875,0.0012996196746826172
164,0.002924680709838867,0.004385948181152344,0.0013415813446044922
